Date,NoDur,Durbl,Manuf,Enrgy,HiTec,Telcm,Shops,Hlth ,Utils,Other
198712,   4.13,   6.44,   5.19,  -2.54,   5.16,  17.95,   1.60,   1.38,   1.10,   1.37
198801,   5.73,   6.75,   7.81,   7.24,   7.15,   5.23,   8.20,  12.46,   8.18,   8.31
198802,   8.49,   8.79,   7.85,   3.27,   6.86,  10.02,   9.19,   7.58,   2.25,   4.83
198803,   3.75,   4.94,   5.01,   5.91,   3.64,   2.45,   4.46,   6.14,  -0.76,   2.17
198804,   1.97,   1.77,   2.45,   3.43,   1.75,   2.92,   1.74,   1.39,   0.33,   0.06
198805,  -1.04,  -1.30,  -1.29,  -1.19,  -3.39,  -3.58,  -1.06,  -2.28,   1.89,  -1.59
198806,   3.79,   6.40,   6.29,  -0.04,   6.32,   9.01,   5.19,   4.75,   3.64,   4.58
198807,  -0.20,   0.40,  -0.39,   1.25,  -1.54,   2.09,   0.58,  -0.10,  -0.03,   0.51
198808,  -2.13,  -2.63,  -3.18,  -1.85,  -3.46,  -3.98,  -1.77,  -1.61,  -0.19,  -1.74
198809,   2.76,   2.62,   2.85,  -4.23,   1.88,   3.97,   4.16,   2.11,   2.52,   1.42
198810,   0.55,  -1.71,  -1.26,  -2.97,  -2.93,  -0.46,  -1.07,  -3.96,   1.82,  -0.91
198811,  -4.43,  -5.68,  -3.65,  -3.53,  -5.24,  -2.42,  -3.98,  -6.71,  -0.21,  -3.43
198812,   3.21,   1.20,   3.51,   1.12,   3.78,   4.95,   1.58,   2.85,   1.23,   0.70
198901,   5.23,   7.26,   6.19,   8.70,   7.35,  10.85,   5.35,   6.33,   3.04,   6.06
198902,   0.91,   0.72,   1.04,   0.07,  -1.28,   1.24,   0.42,  -1.03,  -0.88,   1.16
198903,   4.34,   1.15,   1.96,   5.55,   0.90,   4.65,   2.05,   2.10,   0.08,   0.84
198904,   4.64,   1.11,   3.89,   3.32,   3.15,   8.79,   4.14,   4.55,   2.90,   2.23
198905,   3.42,   2.48,   2.54,   1.42,   2.67,   6.45,   3.65,   5.26,   4.72,   2.29
198906,  -0.30,  -2.94,  -1.70,  -2.23,  -2.09,  -0.06,  -2.36,  -5.13,   2.44,   0.02
198907,   5.54,   6.03,   2.82,   4.33,   0.55,   4.24,   2.08,   4.58,   4.72,   2.95
198908,   0.60,   0.83,   2.55,   3.05,   1.58,   3.66,   1.88,   1.87,   0.42,   2.41
198909,  -1.16,  -0.14,   0.10,   1.91,   0.42,   0.98,  -0.81,   2.84,   0.29,   0.14
198910,  -6.55,  -7.41,  -5.99,  -3.19,  -4.09,  -6.50,  -6.74,  -4.63,  -0.17,  -5.33
198911,  -0.35,  -3.17,  -1.28,   3.45,  -2.64,  -0.03,  -2.15,   0.71,   2.96,  -1.29
198912,  -1.64,  -1.14,  -0.99,   5.39,  -1.46,   0.32,  -0.54,  -1.92,   4.38,  -3.90
199001,  -5.92,  -6.11,  -5.10,  -0.87,  -5.07, -10.19,  -5.35,  -5.47,  -4.92,  -5.21
199002,   1.23,   0.15,   2.86,   5.03,   3.55,   0.96,   2.61,   1.57,   1.10,   0.92
199003,   2.57,   2.55,   4.48,   5.06,   4.26,   1.17,   4.38,   4.47,  -0.15,  -0.18
199004,  -1.70,  -2.84,  -1.59,  -4.67,  -1.97,  -2.99,  -2.73,  -0.86,  -4.65,  -3.48
199005,   3.36,   2.06,   5.19,   4.30,   7.60,   8.74,   5.52,   8.16,   3.80,   2.24
199006,   0.57,   0.53,  -0.39,   0.58,   1.19,   0.56,   0.61,   4.67,   0.32,  -0.79
199007,  -4.38,  -5.21,  -2.14,   4.14,  -5.17,  -6.46,  -4.16,  -0.50,   0.41,  -3.68
199008, -11.68, -16.20, -12.32,   3.28, -14.40, -16.10, -14.27, -10.35,  -5.09, -11.42
199009,  -8.59, -10.98,  -7.67,   0.52,  -9.62,  -8.60, -10.59,  -8.27,   0.72,  -8.84
199010,  -5.31,  -7.42,  -6.36, -10.49,  -4.55,  -7.62,  -7.38,  -4.05,   2.37,  -7.27
199011,   3.29,   2.96,   3.63,  -1.30,   4.11,   6.55,   4.91,   6.78,   3.57,   3.57
199012,   1.30,  -2.31,   0.50,  -6.81,  -0.59,   2.82,  -0.69,   3.50,   0.75,  -0.76
199101,   8.90,   8.06,   8.77,  -1.45,  15.95,   5.64,  10.46,  13.57,  -0.47,   7.31
199102,  10.43,  13.74,  11.69,  10.19,  14.04,  13.30,  13.44,  21.35,   5.54,  15.05
199103,   5.96,   9.48,   5.95,   1.26,  11.73,   6.83,  10.11,  15.84,   1.93,   7.21
199104,   2.07,   1.64,   2.09,   2.28,   5.17,  10.04,   2.72,   4.23,   0.28,   3.02
199105,   2.48,   6.56,   3.99,  -0.28,   1.75,  -4.15,   4.97,   6.14,   2.02,   2.69
199106,  -2.87,  -2.90,  -3.38,  -4.36,  -5.79,  -6.12,  -1.81,  -4.34,  -2.84,  -2.98
199107,   2.43,   0.00,   2.97,   9.05,   3.79,   1.52,   2.81,   7.79,   3.02,   2.96
199108,   3.87,   1.16,   2.05,   2.52,   4.31,   1.34,   3.12,   6.28,   3.50,   2.55
199109,  -0.90,   4.11,  -0.47,  -0.68,   1.61,   4.24,   0.59,   7.54,   2.75,  -0.77
199110,   1.92,   2.93,   2.65,   1.10,   3.04,   6.50,   0.21,  10.53,   1.03,   1.33
199111,  -1.63,  -2.11,  -2.08,  -4.03,  -3.73,  -5.17,  -3.98,  -0.44,   1.40,  -2.62
199112,   4.28,   1.91,   4.08,  -6.13,   3.82,   2.22,   3.70,  10.89,   3.43,   3.66
199201,  12.13,  17.28,  13.35,   6.97,  21.17,   6.28,  13.07,  24.79,  -1.75,  18.40
199202,   6.14,  11.02,   5.54,   2.63,   8.40,   1.29,   6.48,  -1.07,  -0.02,   6.94
199203,  -0.99,  -0.78,   0.83,  -3.89,  -1.94,  -1.72,   0.52,  -7.11,  -0.59,  -0.18
199204,  -3.27,  -3.18,  -2.70,  -0.14,  -5.43,  -2.17,  -5.36, -11.47,   1.00,  -1.09
199205,  -1.08,  -1.06,   0.42,   3.48,  -1.35,  -1.40,  -1.30,  -1.29,   2.87,   2.28
199206,  -5.18,  -2.52,  -4.30,  -5.70,  -7.46,  -1.32,  -4.47,  -6.17,   0.24,  -2.18
199207,   1.77,   0.47,   0.89,   5.03,   1.38,   2.66,   2.85,   3.69,   6.85,   3.70
199208,  -2.55,  -3.52,  -4.42,   2.31,  -4.36,  -3.88,  -1.37,  -3.92,   1.39,  -2.23
199209,   1.11,  -0.82,   1.01,   6.70,   1.85,   1.94,   2.45,  -1.50,   0.88,   1.50
199210,   0.76,   3.00,   1.21,   0.15,   3.87,   2.90,   4.62,   3.86,  -0.33,   1.29
199211,   7.54,   8.30,   7.39,  -0.66,  10.79,   7.72,   9.15,  12.35,   0.57,   5.73
199212,   1.46,   6.81,   3.24,   0.49,   4.93,   4.05,   3.67,   0.97,   2.56,   5.27
199301,   5.07,  10.23,   6.53,   7.41,   7.22,   7.08,   5.90,   3.20,   2.51,   9.19
199302,  -1.16,  -1.61,   0.67,   7.18,  -2.79,   2.03,  -3.60, -12.80,   5.12,   0.75
199303,   3.25,   4.65,   2.11,   8.99,   0.88,   7.17,   3.17,  -0.06,   2.98,   3.76
199304,  -2.06,  -1.83,  -1.67,   3.20,  -3.61,  -2.00,  -3.09,  -4.09,   0.86,  -0.86
199305,   3.90,   5.61,   3.84,   5.62,   6.70,   7.87,   4.93,   6.36,   1.18,   1.90
199306,  -0.54,   0.73,   1.43,   0.62,   1.99,  11.80,   0.61,   0.00,   2.78,   1.31
199307,  -0.22,   2.07,   1.28,   0.34,   0.50,   7.81,   0.55,  -2.58,   1.78,   3.10
199308,   2.38,   2.15,   5.16,   3.69,   5.91,  13.54,   3.12,   1.93,   3.57,   3.60
199309,   1.69,   2.26,   0.75,   1.58,   3.31,   7.88,   2.91,   4.39,   0.15,   3.43
199310,   4.60,   3.98,   3.51,   1.04,   5.13,  12.07,   4.14,   6.90,  -1.30,   3.34
199311,  -0.96,   0.07,  -0.74,  -9.56,  -1.15,  -9.27,  -1.11,  -4.45,  -5.45,  -2.71
199312,   0.10,   4.17,   3.23,  -2.55,   1.29,  -0.47,   0.50,  -0.76,   0.75,   1.50
199401,   1.42,   4.72,   6.45,   6.60,   6.00,   3.28,   2.54,   6.40,   0.15,   5.29
199402,  -0.34,  -1.22,   1.16,   1.14,   0.61,  -2.50,  -0.06,  -2.88,  -3.29,  -1.41
199403,  -3.13,  -5.04,  -4.14,  -4.31,  -4.72,  -6.07,  -3.94,  -6.83,  -3.31,  -3.57
199404,  -0.67,  -1.70,  -0.32,   1.68,  -2.08,  -2.65,  -2.34,  -4.49,   1.80,  -0.61
199405,  -1.21,  -1.37,   0.60,   1.24,  -1.14,   0.05,  -2.54,  -0.23,  -3.68,   1.36
199406,  -2.46,  -3.65,  -2.31,   2.07,  -5.44,  -2.04,  -4.42,  -5.22,  -2.07,  -0.90
199407,   1.04,   1.02,   3.05,   0.93,   2.29,   4.18,   0.72,  -0.44,   2.86,   1.01
199408,   4.64,   3.29,   4.09,  -0.28,   6.19,   4.11,   4.10,   6.97,   0.94,   2.46
199409,   0.03,  -0.50,   0.60,   3.36,   3.15,   2.70,   0.30,   1.11,  -2.13,  -0.23
199410,  -0.48,  -0.22,   0.19,   1.79,   4.96,  -1.87,  -0.04,  -1.51,   0.04,  -1.73
199411,  -4.07,  -4.63,  -4.82,  -8.46,  -2.41,  -5.87,  -4.62,  -2.64,  -1.59,  -5.24
199412,  -2.12,  -2.43,   0.29,  -2.77,   1.34,  -1.80,  -4.83,  -4.15,   0.71,  -0.57
199501,   1.73,  -1.21,   1.26,  -1.33,   3.93,   3.25,   2.19,   7.27,   3.96,   4.07
199502,   3.12,   2.67,   3.07,   2.38,   4.73,   3.43,   1.78,   2.71,   2.58,   3.26
199503,  -0.02,  -1.28,   1.40,   3.68,   3.98,   2.51,   0.97,   3.19,  -0.93,   1.53
199504,   1.44,   1.36,   2.65,   1.68,   4.44,   1.39,   1.06,   2.13,   1.47,   2.27
199505,  -0.34,   0.14,   2.21,   2.50,   2.86,  -0.29,  -0.33,   3.95,   3.62,   2.22
199506,   2.32,   1.50,   4.12,  -0.42,  11.39,   6.30,   4.69,   9.83,   0.58,   4.25
199507,   4.50,   5.65,   5.53,   2.98,   9.97,   7.44,   4.41,   9.77,  -0.47,   4.92
199508,   2.93,  -0.93,   0.91,   3.37,   4.24,   5.21,   1.69,   7.88,   2.14,   4.47
199509,   2.57,   3.78,   0.96,   0.63,   4.49,   1.56,   0.93,   5.69,   4.58,   2.68
199510,  -5.16,  -5.53,  -5.84,  -5.60,  -5.62,  -5.76,  -7.05,  -6.37,   1.15,  -1.89
199511,  -0.09,   0.66,   1.19,   2.46,   2.61,   1.23,   0.92,   1.23,   2.52,   2.00
199512,  -0.41,  -1.77,  -0.18,   4.91,  -1.28,   1.02,  -2.66,   7.18,   3.76,   1.33
199601,   1.39,   2.86,   2.98,   2.73,   0.27,   0.12,   1.36,   9.68,   1.60,   3.22
199602,   3.23,   2.89,   2.93,   3.25,   6.90,   7.88,   4.03,   5.16,  -0.36,   2.34
199603,   2.75,   4.38,   2.21,   6.49,   0.44,   3.68,   6.37,   3.35,   0.59,   2.64
199604,   3.56,   6.25,   6.14,  10.62,  13.08,   5.30,   6.19,   7.29,  -0.67,   2.69
199605,   6.79,  10.03,   5.46,   5.98,  11.53,   6.02,   8.89,   7.37,   1.18,   4.67
199606,  -2.81,  -2.63,  -3.24,   1.08,  -8.34,  -2.63,  -3.16,  -6.50,   2.85,  -0.77
199607,  -8.85,  -6.27,  -8.00,  -4.10, -14.00, -11.07,  -8.95, -14.60,  -3.17,  -5.34
199608,   4.17,   4.32,   3.62,   4.53,   4.76,   6.02,   4.54,   5.41,   4.13,   4.51
199609,   1.76,   2.32,   2.88,   5.40,   4.59,   2.14,   1.22,   4.01,   1.22,   2.91
199610,  -2.21,  -0.32,  -1.27,   8.72,  -5.26,  -7.80,  -4.31,  -7.28,   1.99,  -0.40
199611,   1.65,   1.25,   3.94,   6.90,   2.66,  -2.27,   1.87,   0.87,   2.75,   2.52
199612,  -2.46,   0.15,   1.13,  -0.11,  -2.25,  -4.96,  -2.39,   1.07,   0.93,   0.24
199701,   6.52,   4.05,   7.17,   7.26,   8.93,   6.16,   3.96,   9.37,   1.32,   5.68
199702,   1.06,  -0.18,  -1.67,  -9.01,  -6.54,  -4.12,  -1.08,  -1.38,  -0.66,   1.67
199703,  -4.07,  -3.23,  -3.52,   1.79,  -9.25,  -8.17,  -4.30,  -9.81,  -2.63,  -3.27
199704,  -2.76,  -2.23,  -0.46,  -3.59,  -3.54,  -2.04,  -2.87,  -6.70,  -0.86,  -0.45
199705,   6.52,   7.07,  10.21,   8.69,  14.63,  12.42,   7.32,  10.26,   3.86,   6.34
199706,   3.25,   4.86,   4.64,   3.31,   2.43,   9.10,   4.49,   2.75,   3.00,   5.65
199707,   3.40,   2.08,   6.78,   4.72,   7.03,   5.41,   3.36,   1.29,   2.64,   6.07
199708,   1.46,   2.85,   3.73,   7.80,   7.31,   4.34,   2.71,   2.73,   0.37,   1.65
199709,   7.53,   6.96,   6.76,  12.63,   9.26,   9.62,   8.15,  11.42,   4.52,   8.69
199710,  -3.82,  -1.04,  -3.35,   0.85,  -5.59,  -0.33,  -1.66,  -2.29,   1.16,  -0.10
199711,  -1.11,  -1.77,  -1.87,  -9.66,  -4.82,  -1.19,  -1.19,  -4.89,   5.58,  -0.10
199712,  -4.01,  -4.49,  -4.43,  -5.01,  -8.13,  -1.29,  -5.59,  -6.75,   8.53,   2.21
199801,  -0.36,   2.00,   1.57,  -6.16,   3.30,   4.68,   1.50,   2.21,  -4.09,   0.94
199802,   7.73,   8.11,   6.56,   2.69,   7.87,   9.37,   6.50,   4.89,   2.02,   5.65
199803,   2.78,   6.16,   3.82,   3.47,   4.61,   7.22,   6.37,   3.78,   4.84,   5.62
199804,   2.37,   4.19,   1.92,   1.51,   4.63,   1.80,   3.67,  -0.51,  -1.63,   3.13
199805,  -2.84,  -1.46,  -4.47,  -7.62,  -8.09,  -5.96,  -2.90,  -4.19,  -1.27,  -3.58
199806,  -3.04,  -2.97,  -5.07,  -6.51,  -2.86,   1.97,  -1.18,  -6.29,   2.73,  -1.53
199807,  -5.14,  -7.07,  -7.03, -14.25,  -7.69,   1.38,  -5.07,  -5.52,  -4.48,  -4.08
199808, -16.89, -19.12, -18.82, -22.82, -23.75, -24.18, -21.30, -24.68,  -1.17, -18.73
199809,  -0.51,   3.73,   0.28,  13.28,   5.91,   5.22,   0.06,   7.69,   8.27,   3.58
199810,   2.07,   4.60,   4.98,   0.83,   6.78,   4.02,   4.70,   4.93,   0.74,   1.11
199811,   6.40,   7.29,   4.84, -11.42,  17.26,  10.64,  14.94,   7.14,   1.75,   4.50
199812,   5.27,   2.24,  -0.89, -10.25,   5.37,   6.62,   4.53,   2.04,   2.54,   1.76
199901,   3.50,   4.36,   4.78,  -0.78,  15.34,  18.10,   6.25,   8.76,  -5.54,   4.55
199902,  -2.69,  -4.18,  -5.21, -10.30,  -7.09,  -6.32,  -4.84,  -7.26,  -3.67,  -2.55
199903,  -5.34,  -3.72,  -3.68,  20.93,  -0.46,   6.99,  -1.82,  -1.89,  -1.03,  -2.00
199904,   6.17,  12.55,  13.17,  14.48,   9.05,  21.11,   7.93,   3.19,   5.98,   7.28
199905,   4.06,   6.61,   2.72,   0.18,   6.97,   2.73,   2.42,   5.96,   6.94,   1.48
199906,   1.68,   4.22,   3.94,   3.60,   7.34,   7.01,   3.06,   3.71,   0.96,   2.27
199907,  -1.43,  -0.19,   0.46,   3.98,   1.87,   2.03,  -1.04,   3.97,   2.30,   0.07
199908,  -6.00,  -6.47,  -4.21,   2.09,  -0.85,  -2.38,  -7.42,  -1.62,   0.70,  -4.30
199909,  -2.76,  -5.66,  -3.75,  -0.12,   1.92,   1.62,  -2.76,  -1.29,  -2.59,  -2.93
199910,  -0.92,  -3.04,  -3.46,  -6.92,   4.54,   8.80,  -3.13,  -2.66,   2.07,  -0.05
199911,  -0.05,   3.69,   2.93,  -1.74,  28.94,  14.59,   6.96,  13.15,  -2.48,   2.72
199912,   0.39,   3.11,   4.48,   0.53,  25.35,  19.26,   2.32,  15.91,  -1.70,   1.66
200001,   1.58,   3.99,   3.09,   8.13,  12.31,   4.39,   0.66,  23.75,   2.59,  -0.88
200002,   3.73,   6.43,   5.10,   4.29,  34.46,  21.52,   2.09,  42.79,  -4.37,   1.08
200003,   4.65,   6.49,   3.98,  16.81,  -3.45,  -3.28,   3.45,  -9.00,   6.00,   1.89
200004,  -4.40,  -6.60,  -2.79,  -3.83, -20.27, -17.29,  -5.54, -13.62,   5.55,  -3.79
200005,  -1.40,  -8.12,  -4.52,  16.34, -14.27, -13.61,  -5.97,  -7.31,   2.30,  -2.32
200006,   2.43,   2.67,   3.30,   3.31,  17.28,  10.49,   1.92,  19.18,  -3.02,   2.41
200007,   0.45,  -1.36,  -0.67,  -6.45,  -8.21,  -9.66,  -2.62,  -2.30,   5.25,   1.78
200008,   2.32,   5.69,   4.01,  16.33,  10.03,  -0.27,   2.79,  12.33,   6.92,   4.12
200009,  -0.51,  -6.34,  -5.21,   4.79, -10.84, -15.90,  -5.50,  -0.12,   6.83,  -1.00
200010,  -4.54,  -5.02,  -3.00,  -7.13, -13.14, -11.39,  -5.72,  -8.01,  -1.07,  -3.51
200011,  -6.83, -12.24,  -8.49,  -4.57, -26.67, -27.40, -10.05, -13.62,   3.81,  -5.64
200012,  -0.69,  -1.91,   1.51,  24.82,  -9.49,  -5.67,  -3.70,  -3.65,   8.24,   2.76
200101,  18.74,  20.79,  16.46,   0.46,  46.59,  53.12,  27.61,  21.89,  -7.14,  15.34
200102,  -0.79,  -1.98,  -2.90,   1.41, -21.78, -20.01,  -2.88,  -9.01,   2.94,  -2.01
200103,  -2.68,  -5.80,  -4.92,   0.59, -16.42, -16.14,  -3.96,  -9.38,   2.39,  -2.68
200104,   3.31,   8.79,   5.86,   7.43,  14.23,   3.05,   5.67,  12.81,   3.91,   4.34
200105,   7.16,   8.20,   6.05,   4.48,   4.24,  -0.18,   8.39,  13.63,   1.14,   7.06
200106,   0.42,   2.67,  -0.73, -12.97,  -0.15,   0.07,   3.20,   7.16,  -1.89,   2.88
200107,   0.34,  -2.23,  -2.34,  -3.94,  -9.75, -10.72,  -0.40,  -2.65,  -3.25,   1.17
200108,  -0.67,  -3.84,  -3.33,  -5.90,  -9.95, -11.96,  -0.13,  -2.82,   0.78,  -1.31
200109, -11.60, -17.75, -13.78, -13.66, -18.97, -20.05, -12.54, -11.81,  -4.58,  -9.40
200110,   4.03,   4.93,   3.53,  11.76,  20.67,   6.05,   4.31,  12.00,   0.11,   1.89
200111,   4.98,   9.18,   6.11,  -5.04,  15.34,  15.28,   8.84,   7.07,   0.66,   5.47
200112,   4.18,   6.69,   4.79,   6.16,   8.72,   7.25,   6.66,   6.46,   4.22,   5.67
200201,   2.14,   5.36,   2.38,  -4.90,   3.51, -11.80,   5.66,  -3.54,  -2.51,   3.00
200202,   1.48,   0.29,   0.28,   1.55, -11.78, -12.67,  -1.93,  -7.77,   0.20,  -0.13
200203,   8.18,   6.94,   9.77,  14.57,  10.29,   5.58,   8.56,   6.51,   7.64,   6.32
200204,   5.21,   5.69,   1.61,   1.11,  -6.40,  -7.22,   4.89,  -6.26,   1.14,   3.66
200205,   1.40,  -2.22,  -2.58,  -5.54,  -6.91,  -7.29,   1.55,  -4.13,  -3.74,   0.10
200206,  -4.28,  -4.84,  -5.25,  -5.77, -13.47, -17.46,  -4.91, -10.08,  -3.94,  -2.70
200207,  -9.96, -12.53, -11.88, -14.79, -15.36, -12.37, -14.60, -11.13, -11.21,  -9.22
200208,   0.15,   0.32,  -1.22,   4.57,   0.55,   1.68,  -1.68,  -0.67,   3.32,   0.86
200209,  -7.92,  -7.99,  -9.41,  -3.96, -14.32, -11.20,  -7.84,  -8.62,  -7.02,  -5.62
200210,   3.92,   0.89,   2.78,   1.46,  12.65,   9.34,   0.39,   4.46,   0.00,   1.75
200211,   8.44,   9.03,   9.93,   2.77,  26.99,  27.24,   9.95,  11.38,   2.74,   6.90
200212,  -1.84,  -4.69,  -4.98,   2.06, -11.39,  -7.18,  -5.82,  -7.04,   2.29,  -1.33
200301,  -2.05,  -1.78,  -1.57,   2.00,   1.93,  -0.22,  -2.64,   1.65,  -2.31,   0.64
200302,  -2.84,  -4.56,  -3.72,   4.03,  -3.09,  -5.51,  -4.48,  -2.62,  -4.05,  -1.53
200303,   0.38,  -4.13,  -1.06,  -0.88,   1.01,   1.07,   0.68,   4.75,   3.58,   1.93
200304,   8.22,  10.11,   8.22,   0.88,  12.63,  15.08,  10.12,  15.31,   8.87,   8.47
200305,   6.98,   5.47,   9.95,  20.61,  23.41,  18.47,  10.29,  23.61,  10.56,   8.80
200306,   3.28,   3.97,   2.89,   6.08,   5.62,   8.91,   7.46,   8.97,  -0.84,   4.18
200307,   3.80,   8.19,   6.58,  -4.26,  12.37,   8.07,   8.44,   6.65,  -2.04,   6.23
200308,   4.20,   5.36,   6.58,   7.17,   7.77,   1.80,   6.54,   4.62,   1.09,   2.85
200309,   2.16,   0.52,  -0.21,   0.05,   4.04,  -0.50,  -0.16,   7.21,   2.64,   1.76
200310,   6.14,   9.80,   9.23,   5.87,  12.69,   6.10,  10.06,   5.10,   3.07,   7.44
200311,   2.90,   1.58,   4.10,   2.71,   4.93,   5.51,   3.50,   2.70,   2.33,   3.83
200312,   2.76,   4.70,   7.01,  17.50,   0.48,   3.81,   1.98,   4.08,   4.13,   3.16
200401,   4.03,   2.85,   5.24,   5.46,  12.38,   8.52,   5.54,  11.99,   2.16,   4.30
200402,   4.31,  -0.70,   1.54,   4.45,  -2.58,  -2.24,   3.88,   0.41,   2.28,   2.21
200403,   0.00,  -0.67,   0.46,   3.32,  -1.70,  -3.88,   1.50,   0.46,   0.91,   1.15
200404,  -0.06,  -1.07,  -1.28,   3.23,  -7.18,  -5.64,  -1.86,  -1.07,  -3.00,  -3.29
200405,   0.61,  -2.27,   0.92,  -0.84,   2.18,  -2.06,  -0.89,  -4.00,   0.26,   0.34
200406,   2.71,   3.79,   6.46,   7.74,   1.34,  -1.79,   3.46,  -0.16,   2.74,   2.59
200407,  -4.87,  -5.47,  -4.71,   0.64, -13.46,  -8.31,  -5.47,  -9.85,  -0.81,  -3.01
200408,  -2.03,  -4.23,  -1.21,  -5.11,  -3.05,  -2.27,  -2.89,   0.18,   3.02,   0.13
200409,   1.89,   0.56,   4.77,  12.73,   4.58,   1.74,   4.20,   4.17,   1.56,   3.59
200410,   1.75,  -0.40,   0.10,   2.24,   3.62,   3.29,   2.31,  -1.09,   2.45,   2.39
200411,   6.74,   8.94,  12.00,   9.81,   9.68,  12.28,   9.68,   8.32,   5.39,   6.81
200412,   6.77,   5.35,   5.51,  -0.74,   8.71,   8.69,   5.22,   7.39,   2.10,   4.76
200501,  -0.53,  -6.06,  -3.10,   3.32,  -7.73,  -5.44,  -1.97,  -3.91,   0.36,  -2.15
200502,   0.78,  -0.66,   3.08,  16.43,   0.06,  -1.29,   1.43,  -1.97,   2.05,   0.78
200503,  -1.58,  -6.94,  -1.13,  -0.14,  -4.55,  -4.08,   0.55,  -7.28,  -0.19,  -2.20
200504,  -2.75, -10.08,  -7.64,  -7.41,  -8.11,  -7.55,  -6.02,  -3.50,   0.10,  -4.33
200505,   4.27,   6.01,   4.13,   5.57,   6.89,   2.61,   6.26,   4.91,   4.41,   3.92
200506,   4.10,   5.13,   2.69,  13.43,   2.04,   3.50,   3.96,   3.23,   4.39,   2.98
200507,   4.19,   5.33,   8.51,  11.11,   7.33,   3.12,   6.95,   8.79,   3.67,   4.88
200508,  -2.88,  -2.64,  -0.93,   6.98,  -1.00,  -1.64,  -3.59,  -0.92,   0.48,  -1.10
200509,  -1.55,  -1.94,   0.28,  11.67,   1.30,  -0.94,  -2.41,   0.38,   2.89,   0.58
200510,  -4.19,  -5.45,  -4.43, -10.09,  -3.13,  -5.99,  -2.17,  -4.57,  -6.33,  -1.06
200511,   2.07,   2.65,   4.44,   1.27,   5.15,   2.41,   5.01,   2.33,   0.53,   3.48
200512,  -0.82,   0.02,   2.09,   3.43,   1.35,  -0.20,   0.84,   0.05,  -0.05,   0.51
200601,   5.18,   4.89,  11.46,  17.83,   9.47,   3.93,   6.78,  11.21,   3.91,   4.67
200602,   1.78,   0.02,   0.29, -11.65,   0.90,   1.19,   1.26,   2.22,   0.90,   0.68
200603,   3.33,   4.40,   6.22,   6.45,   5.26,   5.63,   4.44,   2.64,  -1.46,   3.55
200604,   1.12,   2.18,   4.05,   5.64,   0.23,   0.23,   0.88,  -3.79,   1.18,   0.61
200605,  -2.84,  -2.12,  -5.49,  -6.11,  -8.22,  -4.12,  -4.72,  -7.35,  -0.51,  -2.08
200606,  -0.05,  -0.33,  -1.19,   3.29,  -2.89,  -2.49,  -0.90,  -2.01,   2.01,   0.42
200607,  -2.79,  -6.52,  -4.41,  -0.29,  -5.36,  -3.17,  -3.75,  -4.67,   5.60,  -2.33
200608,   2.12,  -0.26,   1.45,  -3.70,   4.36,   3.52,   1.09,   3.74,   2.00,   1.24
200609,   1.39,   2.20,   0.28,  -8.94,   1.19,   2.81,   4.65,  -0.42,  -2.04,   1.66
200610,   5.37,   5.40,   6.55,   5.76,   4.18,   5.96,   5.39,   6.38,   5.25,   3.78
200611,   1.79,   4.34,   3.84,   7.58,   2.62,   0.84,   0.37,   2.69,   2.95,   2.31
200612,   2.77,   3.40,   0.88,  -4.99,   1.11,   3.43,   1.35,   1.54,   0.63,   1.85
200701,   3.64,   3.73,   2.88,  -1.34,   2.38,   5.45,   2.99,   4.54,   0.30,   1.26
200702,   0.35,   0.46,   2.13,  -0.88,   0.62,  -1.04,   0.42,   0.09,   2.55,  -0.82
200703,   1.47,  -1.18,   1.05,   3.86,   0.61,  -0.63,   1.54,   0.10,   4.24,  -1.02
200704,   0.98,   3.19,   4.29,   6.37,   2.27,   2.52,   2.22,   5.04,   2.38,   0.53
200705,   2.32,   4.68,   4.52,   5.16,   2.42,   5.24,   1.55,  -0.12,   0.68,   2.41
200706,   0.60,  -1.21,   1.69,   0.03,   1.47,  -0.31,  -1.28,  -3.62,  -3.57,  -1.67
200707,  -5.92,  -5.50,  -2.79,  -7.16,  -3.18,  -4.19,  -6.00,  -4.99,  -3.96,  -6.92
200708,  -2.36,  -3.08,  -1.95,  -3.53,  -1.67,  -2.33,  -2.17,  -0.09,   2.40,  -0.06
200709,  -0.02,   1.05,   2.49,   5.60,   3.25,  -0.65,  -1.01,   2.96,   2.16,   0.31
200710,  -1.31,  -0.53,   1.30,   5.39,   3.29,   0.16,  -0.04,   2.82,   5.28,  -1.38
200711,  -8.61, -10.39,  -8.45,  -9.49,  -9.79, -10.89,  -8.95,  -8.16,  -1.26,  -7.42
200712,  -0.58,  -1.63,   0.63,   5.43,   0.00,  -2.91,  -4.29,  -2.64,   0.59,  -2.97
200801,  -5.20,  -5.82,  -7.70,  -5.23, -10.03,  -9.44,  -3.90,  -5.19,  -6.07,  -1.01
200802,  -0.99,  -4.88,  -0.22,   7.27,  -2.99,  -6.69,  -5.29,  -1.63,  -3.64,  -4.47
200803,  -1.45,  -3.46,  -2.14,  -2.25,  -3.13,  -1.29,  -1.12,  -5.66,   0.17,  -2.14
200804,   1.31,   0.62,   4.57,  10.34,   3.33,   0.35,   2.90,   2.25,   5.77,   0.22
200805,   2.32,   2.72,   6.17,  18.99,   5.42,   3.90,   2.02,   3.59,   4.17,  -0.28
